geneSet,description,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:1903039,positive regulation of leukocyte cell-cell adhesion,http://amigo.geneontology.org/amigo/term/GO:1903039,207,17,3.202209945,5.308833678,2.39E-08,9.26E-06,941;942;1445;1493;2113;2885;3558;3559;3575;3654;5781;5788;7292;8013;9402;29851;59067,ENSG00000177885;ENSG00000184216;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000163600;ENSG00000119508;ENSG00000100351;ENSG00000134954
GO:1903508,positive regulation of nucleic acid-templated transcription,http://amigo.geneontology.org/amigo/term/GO:1903508,1551,53,23.99337017,2.208943539,2.43E-08,9.26E-06,473;941;942;958;1389;1601;1813;1820;1997;2064;2113;2672;3558;3586;3609;3654;3663;3727;4261;4520;4855;5017;5468;5469;6774;6775;7015;7332;7629;8013;8110;8516;8538;8626;10318;10320;10499;10847;11278;22806;22807;28514;28996;51176;51755;54806;59269;64754;79155;81606;84159;146198;170463,ENSG00000145901;ENSG00000141736;ENSG00000138378;ENSG00000185811;ENSG00000129351;ENSG00000185651;ENSG00000162676;ENSG00000127124;ENSG00000168884;ENSG00000116017;ENSG00000125686;ENSG00000168610;ENSG00000065029;ENSG00000142599;ENSG00000184216;ENSG00000179583;ENSG00000073282;ENSG00000030419;ENSG00000109471;ENSG00000101017;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000111269;ENSG00000136634;ENSG00000184939;ENSG00000167258;ENSG00000077943;ENSG00000205683;ENSG00000064393;ENSG00000172818;ENSG00000043039;ENSG00000128604;ENSG00000164362;ENSG00000135541;ENSG00000185420;ENSG00000150347;ENSG00000114013;ENSG00000149295;ENSG00000080603;ENSG00000130511;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000130522;ENSG00000118922;ENSG00000198719;ENSG00000188786;ENSG00000120690;ENSG00000134954
GO:1902680,positive regulation of RNA biosynthetic process,http://amigo.geneontology.org/amigo/term/GO:1902680,1552,53,24.00883978,2.20752025,2.48E-08,9.26E-06,473;941;942;958;1389;1601;1813;1820;1997;2064;2113;2672;3558;3586;3609;3654;3663;3727;4261;4520;4855;5017;5468;5469;6774;6775;7015;7332;7629;8013;8110;8516;8538;8626;10318;10320;10499;10847;11278;22806;22807;28514;28996;51176;51755;54806;59269;64754;79155;81606;84159;146198;170463,ENSG00000145901;ENSG00000141736;ENSG00000138378;ENSG00000185811;ENSG00000129351;ENSG00000185651;ENSG00000162676;ENSG00000127124;ENSG00000168884;ENSG00000116017;ENSG00000125686;ENSG00000168610;ENSG00000065029;ENSG00000142599;ENSG00000184216;ENSG00000179583;ENSG00000073282;ENSG00000030419;ENSG00000109471;ENSG00000101017;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000111269;ENSG00000136634;ENSG00000184939;ENSG00000167258;ENSG00000077943;ENSG00000205683;ENSG00000064393;ENSG00000172818;ENSG00000043039;ENSG00000128604;ENSG00000164362;ENSG00000135541;ENSG00000185420;ENSG00000150347;ENSG00000114013;ENSG00000149295;ENSG00000080603;ENSG00000130511;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000130522;ENSG00000118922;ENSG00000198719;ENSG00000188786;ENSG00000120690;ENSG00000134954
GO:0050865,regulation of cell activation,http://amigo.geneontology.org/amigo/term/GO:0050865,510,27,7.889502762,3.422268908,2.61E-08,9.26E-06,639;941;942;958;1445;1493;2064;2885;3558;3559;3575;3586;3684;3717;5592;5781;5788;7128;7292;8013;9258;9402;22806;29851;55024;59067;79155,ENSG00000141736;ENSG00000177885;ENSG00000168884;ENSG00000057657;ENSG00000147324;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000118503;ENSG00000168685;ENSG00000285022;ENSG00000134460;ENSG00000153064;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000185532;ENSG00000161405;ENSG00000163600;ENSG00000119508;ENSG00000100351
GO:1902533,positive regulation of intracellular signal transduction,http://amigo.geneontology.org/amigo/term/GO:1902533,1038,41,16.05745856,2.553330581,2.62E-08,9.26E-06,356;941;942;958;1445;1813;1815;2044;2064;2690;2885;3092;3558;3575;3654;3717;3815;4249;4853;5781;5788;6343;6367;6774;8844;9258;9518;9641;9770;23274;28996;29851;29949;55024;57216;59067;79155;121665;157285;200734;219790,ENSG00000141736;ENSG00000157404;ENSG00000177885;ENSG00000127946;ENSG00000157837;ENSG00000182010;ENSG00000168884;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000109471;ENSG00000117560;ENSG00000142224;ENSG00000101017;ENSG00000130513;ENSG00000121594;ENSG00000138684;ENSG00000275342;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000168685;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000038532;ENSG00000152127;ENSG00000153064;ENSG00000179295;ENSG00000114013;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000070031;ENSG00000163600;ENSG00000263528;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0022407,regulation of cell-cell adhesion,http://amigo.geneontology.org/amigo/term/GO:0022407,380,23,5.878453039,3.912593985,2.66E-08,9.26E-06,941;942;1445;1493;2064;2113;2885;3558;3559;3575;3586;3654;3717;5592;5781;5788;7292;8013;9402;29851;51176;59067;394263,ENSG00000141736;ENSG00000177885;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000231350;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000185532;ENSG00000163600;ENSG00000119508;ENSG00000100351;ENSG00000138795;ENSG00000134954
GO:0042110,T cell activation,http://amigo.geneontology.org/amigo/term/GO:0042110,446,25,6.899447514,3.623478539,2.93E-08,9.81E-06,639;941;942;1445;1493;2064;2885;3451;3558;3559;3575;3586;3815;3936;5781;5788;6774;6932;7292;9402;9474;29851;51176;59067;114836,ENSG00000141736;ENSG00000162739;ENSG00000234829;ENSG00000157404;ENSG00000177885;ENSG00000136167;ENSG00000168610;ENSG00000057657;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000057663;ENSG00000114013;ENSG00000081237;ENSG00000081059;ENSG00000163600;ENSG00000100351;ENSG00000138795
GO:0030097,hemopoiesis,http://amigo.geneontology.org/amigo/term/GO:0030097,777,34,12.0198895,2.828644972,4.21E-08,1.36E-05,639;941;942;1493;2064;2113;2672;3451;3558;3559;3575;3586;3717;3815;4853;4855;5468;5469;5781;5788;6774;6932;7292;8013;9258;9474;9770;10320;22806;28514;28996;51176;114836;219790,ENSG00000141736;ENSG00000162739;ENSG00000185811;ENSG00000234829;ENSG00000157404;ENSG00000162676;ENSG00000182010;ENSG00000125686;ENSG00000168610;ENSG00000057657;ENSG00000147324;ENSG00000096968;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000136634;ENSG00000168685;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000134460;ENSG00000179295;ENSG00000057663;ENSG00000114013;ENSG00000081237;ENSG00000081059;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000204301;ENSG00000134250;ENSG00000198719;ENSG00000134954
GO:0001816,cytokine production,http://amigo.geneontology.org/amigo/term/GO:0001816,703,32,10.87513812,2.942491364,4.44E-08,1.38E-05,941;942;958;1445;1813;1997;3558;3586;3595;3654;3663;3717;3815;5781;5788;6774;7128;7187;7292;8013;8807;9474;9641;27159;28514;29949;51176;55024;59067;64135;114836;192683,ENSG00000162739;ENSG00000157404;ENSG00000168610;ENSG00000198794;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000142224;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000136634;ENSG00000103653;ENSG00000118503;ENSG00000115267;ENSG00000153064;ENSG00000115607;ENSG00000128604;ENSG00000131323;ENSG00000179295;ENSG00000057663;ENSG00000134216;ENSG00000114013;ENSG00000149295;ENSG00000081237;ENSG00000119508;ENSG00000263528;ENSG00000138795;ENSG00000198719;ENSG00000120690
GO:0022409,positive regulation of cell-cell adhesion,http://amigo.geneontology.org/amigo/term/GO:0022409,244,18,3.774585635,4.768735363,4.83E-08,1.46E-05,941;942;1445;1493;2113;2885;3558;3559;3575;3586;3654;5781;5788;7292;8013;9402;29851;59067,ENSG00000177885;ENSG00000184216;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000163600;ENSG00000119508;ENSG00000100351;ENSG00000134954
GO:0050867,positive regulation of cell activation,http://amigo.geneontology.org/amigo/term/GO:0050867,304,20,4.702762431,4.252819549,5.76E-08,1.68E-05,941;942;958;1445;1493;2885;3558;3559;3575;3586;3684;3717;5781;5788;7292;8013;9402;29851;59067;79155,ENSG00000177885;ENSG00000168884;ENSG00000096968;ENSG00000109471;ENSG00000169896;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000163600;ENSG00000119508;ENSG00000100351
GO:0060333,interferon-gamma-mediated signaling pathway,http://amigo.geneontology.org/amigo/term/GO:0060333,85,11,1.314917127,8.365546218,7.59E-08,2.15E-05,818;3117;3119;3120;3122;3123;3663;3717;4261;5468;5469,ENSG00000196610;ENSG00000206305;ENSG00000230726;ENSG00000231286;ENSG00000236418;ENSG00000228987;ENSG00000125686;ENSG00000224305;ENSG00000179583;ENSG00000228254;ENSG00000096968;ENSG00000226165;ENSG00000229493;ENSG00000227993;ENSG00000148660;ENSG00000228813;ENSG00000206240;ENSG00000206308;ENSG00000228284;ENSG00000128604;ENSG00000226260;ENSG00000204287;ENSG00000232629;ENSG00000232062;ENSG00000132170;ENSG00000225890;ENSG00000196735;ENSG00000234794
GO:0031295,T cell costimulation,http://amigo.geneontology.org/amigo/term/GO:0031295,52,9,0.80441989,11.18818681,9.06E-08,2.36E-05,941;942;1445;1493;2885;5781;7292;9402;29851,ENSG00000177885;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000103653;ENSG00000179295;ENSG00000114013;ENSG00000163600;ENSG00000100351
GO:1903037,regulation of leukocyte cell-cell adhesion,http://amigo.geneontology.org/amigo/term/GO:1903037,283,19,4.377900552,4.339979808,9.09E-08,2.36E-05,941;942;1445;1493;2064;2113;2885;3558;3559;3575;3586;3654;5781;5788;7292;8013;9402;29851;59067,ENSG00000141736;ENSG00000177885;ENSG00000184216;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000163600;ENSG00000119508;ENSG00000100351;ENSG00000134954
GO:0002694,regulation of leukocyte activation,http://amigo.geneontology.org/amigo/term/GO:0002694,473,25,7.317127072,3.416641498,9.15E-08,2.36E-05,639;941;942;958;1445;1493;2064;2885;3558;3559;3575;3586;3684;5781;5788;7128;7292;8013;9258;9402;22806;29851;55024;59067;79155,ENSG00000141736;ENSG00000177885;ENSG00000168884;ENSG00000057657;ENSG00000147324;ENSG00000109471;ENSG00000169896;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000118503;ENSG00000168685;ENSG00000285022;ENSG00000134460;ENSG00000153064;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000161405;ENSG00000163600;ENSG00000119508;ENSG00000100351
GO:0007159,leukocyte cell-cell adhesion,http://amigo.geneontology.org/amigo/term/GO:0007159,315,20,4.872928177,4.10430839,1.03E-07,2.59E-05,941;942;1445;1493;2064;2113;2885;3558;3559;3575;3586;3654;5781;5788;7292;8013;9402;10318;29851;59067,ENSG00000145901;ENSG00000141736;ENSG00000177885;ENSG00000184216;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000163600;ENSG00000119508;ENSG00000100351;ENSG00000134954
GO:0031294,lymphocyte costimulation,http://amigo.geneontology.org/amigo/term/GO:0031294,53,9,0.819889503,10.97708895,1.08E-07,2.63E-05,941;942;1445;1493;2885;5781;7292;9402;29851,ENSG00000177885;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000103653;ENSG00000179295;ENSG00000114013;ENSG00000163600;ENSG00000100351
GO:0051254,positive regulation of RNA metabolic process,http://amigo.geneontology.org/amigo/term/GO:0051254,1636,53,25.30828729,2.09417569,1.40E-07,3.34E-05,473;941;942;958;1389;1601;1813;1820;1997;2064;2113;2672;3558;3586;3609;3654;3663;3727;4261;4520;4855;5017;5468;5469;6774;6775;7015;7332;7629;8013;8110;8516;8538;8626;10318;10320;10499;10847;11278;22806;22807;28514;28996;51176;51755;54806;59269;64754;79155;81606;84159;146198;170463,ENSG00000145901;ENSG00000141736;ENSG00000138378;ENSG00000185811;ENSG00000129351;ENSG00000185651;ENSG00000162676;ENSG00000127124;ENSG00000168884;ENSG00000116017;ENSG00000125686;ENSG00000168610;ENSG00000065029;ENSG00000142599;ENSG00000184216;ENSG00000179583;ENSG00000073282;ENSG00000030419;ENSG00000109471;ENSG00000101017;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000111269;ENSG00000136634;ENSG00000184939;ENSG00000167258;ENSG00000077943;ENSG00000205683;ENSG00000064393;ENSG00000172818;ENSG00000043039;ENSG00000128604;ENSG00000164362;ENSG00000135541;ENSG00000185420;ENSG00000150347;ENSG00000114013;ENSG00000149295;ENSG00000080603;ENSG00000130511;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000130522;ENSG00000118922;ENSG00000198719;ENSG00000188786;ENSG00000120690;ENSG00000134954
GO:0048534,hematopoietic or lymphoid organ development,http://amigo.geneontology.org/amigo/term/GO:0048534,819,34,12.66961326,2.683586255,1.48E-07,3.36E-05,639;941;942;1493;2064;2113;2672;3451;3558;3559;3575;3586;3717;3815;4853;4855;5468;5469;5781;5788;6774;6932;7292;8013;9258;9474;9770;10320;22806;28514;28996;51176;114836;219790,ENSG00000141736;ENSG00000162739;ENSG00000185811;ENSG00000234829;ENSG00000157404;ENSG00000162676;ENSG00000182010;ENSG00000125686;ENSG00000168610;ENSG00000057657;ENSG00000147324;ENSG00000096968;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000136634;ENSG00000168685;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000134460;ENSG00000179295;ENSG00000057663;ENSG00000114013;ENSG00000081237;ENSG00000081059;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000204301;ENSG00000134250;ENSG00000198719;ENSG00000134954
GO:0002696,positive regulation of leukocyte activation,http://amigo.geneontology.org/amigo/term/GO:0002696,292,19,4.517127072,4.206213307,1.48E-07,3.36E-05,941;942;958;1445;1493;2885;3558;3559;3575;3586;3684;5781;5788;7292;8013;9402;29851;59067;79155,ENSG00000177885;ENSG00000168884;ENSG00000109471;ENSG00000169896;ENSG00000163599;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000136634;ENSG00000103653;ENSG00000168685;ENSG00000134460;ENSG00000179295;ENSG00000114013;ENSG00000081237;ENSG00000163600;ENSG00000119508;ENSG00000100351
GO:0006468,protein phosphorylation,http://amigo.geneontology.org/amigo/term/GO:0006468,1831,57,28.32486188,2.012366388,1.62E-07,3.58E-05,640;818;941;958;1027;1389;1445;1601;1609;1813;1815;2044;2064;2690;2885;3451;3558;3559;3595;3609;3654;3717;3815;3984;4853;5129;5334;5469;5592;5781;5788;6367;6774;7128;7297;8844;8997;9258;9518;9641;9770;10318;25780;28996;51074;51755;54899;55024;55140;57118;57216;59067;64754;79155;157285;200734;388228,ENSG00000145901;ENSG00000141736;ENSG00000117266;ENSG00000234829;ENSG00000129351;ENSG00000157404;ENSG00000177885;ENSG00000136573;ENSG00000168884;ENSG00000125686;ENSG00000168610;ENSG00000147324;ENSG00000141068;ENSG00000184216;ENSG00000198369;ENSG00000096968;ENSG00000109471;ENSG00000115896;ENSG00000134014;ENSG00000149089;ENSG00000101017;ENSG00000106683;ENSG00000130513;ENSG00000153071;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000111269;ENSG00000148660;ENSG00000275342;ENSG00000103653;ENSG00000145242;ENSG00000162738;ENSG00000118503;ENSG00000152689;ENSG00000167258;ENSG00000160145;ENSG00000285022;ENSG00000101265;ENSG00000064393;ENSG00000168297;ENSG00000134460;ENSG00000153064;ENSG00000105397;ENSG00000111276;ENSG00000185420;ENSG00000179295;ENSG00000145214;ENSG00000183049;ENSG00000149295;ENSG00000081237;ENSG00000276825;ENSG00000185532;ENSG00000263528;ENSG00000188322;ENSG00000102962;ENSG00000134250;ENSG00000112964
GO:0002521,leukocyte differentiation,http://amigo.geneontology.org/amigo/term/GO:0002521,489,25,7.564640884,3.304849547,1.72E-07,3.71E-05,639;941;942;1493;2064;3451;3558;3559;3575;3586;3815;4853;5468;5469;5788;6774;6932;7292;9474;9770;10320;22806;28514;51176;114836,ENSG00000141736;ENSG00000162739;ENSG00000185811;ENSG00000234829;ENSG00000157404;ENSG00000125686;ENSG00000168610;ENSG00000057657;ENSG00000109471;ENSG00000163599;ENSG00000117586;ENSG00000121594;ENSG00000136634;ENSG00000168685;ENSG00000101265;ENSG00000134460;ENSG00000057663;ENSG00000114013;ENSG00000081237;ENSG00000081059;ENSG00000161405;ENSG00000132170;ENSG00000138795;ENSG00000134250;ENSG00000198719
GO:0010557,positive regulation of macromolecule biosynthetic process,http://amigo.geneontology.org/amigo/term/GO:0010557,1791,56,27.70607735,2.021217197,1.86E-07,3.77E-05,473;941;942;958;1389;1601;1813;1820;1997;2064;2113;2672;3558;3586;3609;3654;3663;3717;3727;4261;4520;4855;5017;5468;5469;5788;6774;6775;7015;7332;7629;8013;8110;8516;8538;8626;10318;10320;10499;10847;11278;22806;22807;28514;28996;51176;51755;54806;59067;59269;64754;79155;81606;84159;146198;170463,ENSG00000145901;ENSG00000141736;ENSG00000138378;ENSG00000185811;ENSG00000129351;ENSG00000185651;ENSG00000162676;ENSG00000127124;ENSG00000168884;ENSG00000116017;ENSG00000125686;ENSG00000168610;ENSG00000065029;ENSG00000142599;ENSG00000184216;ENSG00000179583;ENSG00000073282;ENSG00000030419;ENSG00000096968;ENSG00000109471;ENSG00000101017;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000138684;ENSG00000111269;ENSG00000136634;ENSG00000184939;ENSG00000167258;ENSG00000077943;ENSG00000205683;ENSG00000064393;ENSG00000172818;ENSG00000043039;ENSG00000128604;ENSG00000164362;ENSG00000135541;ENSG00000185420;ENSG00000150347;ENSG00000114013;ENSG00000149295;ENSG00000080603;ENSG00000130511;ENSG00000081237;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000130522;ENSG00000118922;ENSG00000198719;ENSG00000188786;ENSG00000120690;ENSG00000134954
GO:0045893,"positive regulation of transcription, DNA-templated",http://amigo.geneontology.org/amigo/term/GO:0045893,1467,49,22.69392265,2.159168371,1.86E-07,3.77E-05,941;942;958;1389;1601;1813;1820;1997;2064;2113;2672;3558;3586;3609;3654;3663;3727;4261;4520;4855;5017;5468;5469;6774;6775;7015;7629;8013;8110;8516;8538;8626;10318;10320;10499;11278;22806;22807;28514;28996;51176;51755;54806;59269;64754;79155;81606;146198;170463,ENSG00000145901;ENSG00000141736;ENSG00000138378;ENSG00000185811;ENSG00000129351;ENSG00000162676;ENSG00000127124;ENSG00000168884;ENSG00000116017;ENSG00000125686;ENSG00000168610;ENSG00000065029;ENSG00000184216;ENSG00000179583;ENSG00000073282;ENSG00000030419;ENSG00000109471;ENSG00000101017;ENSG00000153071;ENSG00000213626;ENSG00000121594;ENSG00000111269;ENSG00000136634;ENSG00000184939;ENSG00000167258;ENSG00000077943;ENSG00000205683;ENSG00000064393;ENSG00000172818;ENSG00000043039;ENSG00000128604;ENSG00000164362;ENSG00000135541;ENSG00000185420;ENSG00000114013;ENSG00000149295;ENSG00000130511;ENSG00000161405;ENSG00000132170;ENSG00000119508;ENSG00000138795;ENSG00000140396;ENSG00000204301;ENSG00000130522;ENSG00000118922;ENSG00000198719;ENSG00000188786;ENSG00000120690;ENSG00000134954
GO:0001817,regulation of cytokine production,http://amigo.geneontology.org/amigo/term/GO:0001817,635,29,9.82320442,2.952193476,1.88E-07,3.77E-05,941;942;958;1445;1813;1997;3558;3586;3595;3654;3663;3717;5781;5788;6774;7128;7187;7292;8013;9474;9641;27159;28514;51176;55024;59067;64135;114836;192683,ENSG00000162739;ENSG00000168610;ENSG00000198794;ENSG00000184216;ENSG00000096968;ENSG00000109471;ENSG00000117586;ENSG00000101017;ENSG00000121594;ENSG00000138684;ENSG00000081985;ENSG00000136634;ENSG00000103653;ENSG00000118503;ENSG00000115267;ENSG00000153064;ENSG00000128604;ENSG00000131323;ENSG00000179295;ENSG00000057663;ENSG00000134216;ENSG00000114013;ENSG00000149295;ENSG00000081237;ENSG00000119508;ENSG00000263528;ENSG00000138795;ENSG00000198719;ENSG00000120690
