ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
209974_s_at,4.68E-05,5.06E-07,-6.045948,6.199445,-0.7213433,BUB3,"BUB3, mitotic checkpoint protein"
219590_x_at,4.85E-05,5.28E-07,-6.032825,6.1597437,-1.0329347,DPH5,diphthamide biosynthesis 5
214259_s_at,4.85E-05,5.29E-07,-6.031728,6.1564247,-0.6758573,AKR7A2,aldo-keto reductase family 7 member A2
221648_s_at,4.94E-05,5.43E-07,-6.023927,6.1328213,-1.0613868,AGMAT,agmatinase
215422_at,4.94E-05,5.43E-07,-6.023705,6.13215,-1.8361776,6-Mar,membrane associated ring-CH-type finger 6
205005_s_at,5.04E-05,5.57E-07,-6.015703,6.107939,-0.9324149,NMT2,N-myristoyltransferase 2
201858_s_at,5.11E-05,5.71E-07,6.007714,6.0837671,0.9102218,SRGN,serglycin
204247_s_at,5.11E-05,5.72E-07,6.00742,6.0828776,1.2327088,CDK5,cyclin dependent kinase 5
211009_s_at,5.11E-05,5.72E-07,-6.007404,6.0828286,-0.6447037,ZNF271P,"zinc finger protein 271, pseudogene"
218222_x_at,5.19E-05,5.82E-07,6.001474,6.0648872,1.6806905,ARNT,aryl hydrocarbon receptor nuclear translocator
208918_s_at,5.40E-05,6.08E-07,5.98786,6.0236925,0.6635761,NADK,NAD kinase
201619_at,5.43E-05,6.14E-07,5.984478,6.0134591,0.752435,PRDX3,peroxiredoxin 3
201068_s_at,5.46E-05,6.20E-07,5.981775,6.0052809,0.5287811,PSMC2,"proteasome 26S subunit, ATPase 2"
220692_at,5.63E-05,6.41E-07,-5.970777,5.9719993,-0.9431141,,
210317_s_at,5.69E-05,6.51E-07,5.965955,5.9574098,1.2579799,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
220823_at,5.73E-05,6.58E-07,-5.962518,5.947009,-1.1778717,LOC729164,hCG1732469
208581_x_at,5.73E-05,6.65E-07,5.959393,5.9375526,1.0994709,MT1X,metallothionein 1X
217115_at,5.73E-05,6.66E-07,-5.958829,5.9358463,-1.5625724,MKRN7P,"makorin ring finger protein 7, pseudogene"
208683_at,5.73E-05,6.66E-07,5.958743,5.9355863,0.4715845,CAPN2,calpain 2
200887_s_at,5.74E-05,6.70E-07,5.956898,5.9300019,0.7952561,STAT1,signal transducer and activator of transcription 1
208704_x_at,5.95E-05,6.98E-07,5.943746,5.8902032,1.027553,APLP2,amyloid beta precursor like protein 2
204120_s_at,5.95E-05,6.99E-07,-5.943398,5.8891508,-1.3567922,ADK,adenosine kinase
215807_s_at,6.04E-05,7.13E-07,-5.937071,5.8700033,-1.1724782,PLXNB1,plexin B1
209712_at,6.05E-05,7.16E-07,-5.935633,5.8656518,-0.6900208,SLC35D1,solute carrier family 35 member D1
207705_s_at,6.05E-05,7.20E-07,-5.934216,5.8613636,-1.001964,NINL,ninein like
211698_at,6.08E-05,7.26E-07,-5.931371,5.8527541,-1.0647638,EID1,EP300 interacting inhibitor of differentiation 1
205237_at,6.08E-05,7.31E-07,5.929325,5.8465623,0.8652323,FCN1,ficolin 1
209420_s_at,6.08E-05,7.31E-07,-5.929165,5.846079,-0.7679868,SMPD1,sphingomyelin phosphodiesterase 1
200678_x_at,6.18E-05,7.46E-07,5.922832,5.8269157,0.8106554,GRN,granulin
207860_at,6.24E-05,7.56E-07,-5.91852,5.8138673,-1.2761973,NCR1,natural cytotoxicity triggering receptor 1
208126_s_at,6.29E-05,7.65E-07,-5.914953,5.8030731,-1.8707208,CYP2C18,cytochrome P450 family 2 subfamily C member 18
200986_at,6.36E-05,7.76E-07,5.910211,5.7887208,1.3946993,SERPING1,serpin family G member 1
210225_x_at,6.68E-05,8.18E-07,5.893495,5.7381363,0.7471951,LILRB3,leukocyte immunoglobulin like receptor B3
209066_x_at,6.88E-05,8.46E-07,-5.882713,5.7055103,-0.9541953,UQCRB,ubiquinol-cytochrome c reductase binding protein
212428_at,6.89E-05,8.51E-07,5.881126,5.7007075,0.5022152,KIAA0368,KIAA0368
219182_at,6.91E-05,8.56E-07,-5.879043,5.6944032,-1.2948792,TMEM231,transmembrane protein 231
207486_x_at,6.94E-05,8.62E-07,-5.876781,5.6875586,-1.0543917,CHN2,chimerin 2
216380_x_at,7.13E-05,8.89E-07,-5.867025,5.6580363,-0.892793,,
216354_at,7.16E-05,8.97E-07,-5.864386,5.6500501,-1.3599589,,
205312_at,7.17E-05,9.01E-07,5.86269,5.6449173,1.3971518,SPI1,Spi-1 proto-oncogene
205541_s_at,7.27E-05,9.16E-07,-5.857509,5.6292404,-0.7894173,GSPT2,G1 to S phase transition 2
52731_at,7.28E-05,9.21E-07,-5.855919,5.6244295,-0.8344625,AMBRA1,autophagy and beclin 1 regulator 1
215582_x_at,7.37E-05,9.35E-07,-5.850905,5.6092561,-0.7219525,MCM3AP,minichromosome maintenance complex component 3 associated protein
216877_at,7.37E-05,9.40E-07,-5.84942,5.604765,-1.3962107,LOC100505498,uncharacterized LOC100505498
202201_at,7.42E-05,9.49E-07,5.846348,5.5954682,1.2100591,BLVRB,biliverdin reductase B
201277_s_at,7.45E-05,9.56E-07,5.843933,5.5881602,0.6809402,HNRNPAB,heterogeneous nuclear ribonucleoprotein A/B
220215_at,7.45E-05,9.62E-07,-5.841889,5.5819757,-0.8595725,ZNF669,zinc finger protein 669
205162_at,7.45E-05,9.63E-07,-5.841653,5.5812614,-0.5681917,ERCC8,"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"
215366_at,7.50E-05,9.74E-07,-5.83798,5.5701472,-1.0480522,SNX13,sorting nexin 13
203999_at,7.50E-05,9.77E-07,-5.837196,5.5677741,-1.067545,SYT1,synaptotagmin 1
211105_s_at,7.54E-05,9.86E-07,-5.834259,5.5588871,-0.5350924,NFATC1,nuclear factor of activated T-cells 1
208702_x_at,7.54E-05,9.88E-07,5.833585,5.556848,0.8396171,APLP2,amyloid beta precursor like protein 2
210436_at,7.64E-05,1.01E-06,-5.827925,5.5397219,-1.2582843,CCT8,chaperonin containing TCP1 subunit 8
214501_s_at,7.64E-05,1.01E-06,5.826964,5.5368131,0.7990014,H2AFY,H2A histone family member Y
221210_s_at,7.67E-05,1.02E-06,5.824722,5.5300314,1.0616112,NPL,N-acetylneuraminate pyruvate lyase
214923_at,7.72E-05,1.03E-06,-5.821585,5.5205386,-0.965711,ATP6V1D,ATPase H+ transporting V1 subunit D
217049_x_at,7.79E-05,1.04E-06,-5.816934,5.506465,-1.0435712,PCDH11Y///PCDH11X,protocadherin 11 Y-linked///protocadherin 11 X-linked
218309_at,7.79E-05,1.04E-06,-5.816731,5.5058522,-1.1251548,CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1
216445_at,7.80E-05,1.05E-06,-5.8154,5.5018246,-1.5617073,PRDM2,PR/SET domain 2
218131_s_at,7.90E-05,1.06E-06,-5.810176,5.486019,-0.5382132,GATAD2A,GATA zinc finger domain containing 2A
211005_at,8.02E-05,1.08E-06,-5.804413,5.4685827,-1.0350267,LAT,linker for activation of T-cells
216640_s_at,8.03E-05,1.09E-06,5.802671,5.4633111,0.739752,PDIA6,protein disulfide isomerase family A member 6
202488_s_at,8.16E-05,1.11E-06,-5.796653,5.4451025,-0.9317283,FXYD3,FXYD domain containing ion transport regulator 3
201820_at,8.23E-05,1.12E-06,-5.792909,5.4337773,-1.9565035,KRT5,keratin 5
218170_at,8.32E-05,1.14E-06,-5.787809,5.4183467,-0.7180648,ISOC1,isochorismatase domain containing 1
222164_at,8.32E-05,1.14E-06,-5.787447,5.4172511,-1.5872999,FGFR1,fibroblast growth factor receptor 1
218499_at,8.34E-05,1.15E-06,-5.785412,5.4110964,-0.709955,STK26,serine/threonine protein kinase 26
36865_at,8.34E-05,1.15E-06,-5.784393,5.4080133,-0.6553294,ANGEL1,angel homolog 1
215541_s_at,8.60E-05,1.19E-06,-5.773939,5.3763859,-0.9486691,DIAPH1,diaphanous related formin 1
203041_s_at,8.68E-05,1.21E-06,5.769662,5.3634473,0.8051676,LAMP2,lysosomal associated membrane protein 2
214121_x_at,8.76E-05,1.22E-06,5.765855,5.3519292,2.329259,PDLIM7,PDZ and LIM domain 7
205232_s_at,8.94E-05,1.25E-06,-5.758502,5.3296885,-0.8076032,PAFAH2,platelet activating factor acetylhydrolase 2
205842_s_at,8.96E-05,1.26E-06,5.756592,5.3239096,0.8606196,JAK2,Janus kinase 2
202573_at,8.96E-05,1.27E-06,-5.754913,5.3188318,-0.7567412,CSNK1G2,casein kinase 1 gamma 2
217930_s_at,8.96E-05,1.27E-06,5.752628,5.31192,0.6952581,TOLLIP,toll interacting protein
212893_at,8.96E-05,1.28E-06,-5.751437,5.3083156,-0.8389442,ZZZ3,zinc finger ZZ-type containing 3
217969_at,8.96E-05,1.28E-06,-5.75113,5.3073865,-0.6693012,VPS51,"VPS51, GARP complex subunit"
207615_s_at,8.96E-05,1.28E-06,-5.750638,5.3058993,-2.0145451,GAS8-AS1,GAS8 antisense RNA 1
212659_s_at,8.96E-05,1.28E-06,5.750217,5.3046245,1.2079292,IL1RN,interleukin 1 receptor antagonist
216615_s_at,8.96E-05,1.29E-06,-5.749218,5.3016051,-1.1325013,HTR3A,5-hydroxytryptamine receptor 3A
219511_s_at,8.96E-05,1.29E-06,-5.748631,5.2998294,-1.1400326,SNCAIP,synuclein alpha interacting protein
213388_at,9.03E-05,1.31E-06,-5.744575,5.2875608,-1.0022089,LOC101930416///LOC101929792///LOC100996724///PDE4DIP,myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
220357_s_at,9.03E-05,1.31E-06,-5.744172,5.2863398,-1.1935295,SGK2,"SGK2, serine/threonine kinase 2"
212531_at,9.23E-05,1.34E-06,5.736329,5.2626187,2.8641192,LCN2,lipocalin 2
207971_s_at,9.24E-05,1.35E-06,-5.735045,5.258734,-0.8362241,CEP68,centrosomal protein 68
207197_at,9.35E-05,1.37E-06,-5.730081,5.2437194,-2.4058678,ZIC3,Zic family member 3
208966_x_at,9.37E-05,1.37E-06,5.728654,5.239404,0.7275356,IFI16,interferon gamma inducible protein 16
210190_at,9.37E-05,1.38E-06,5.726918,5.2341547,1.2373299,STX11,syntaxin 11
217347_at,9.37E-05,1.39E-06,-5.725216,5.2290068,-0.8414532,,
207755_at,9.37E-05,1.39E-06,-5.724824,5.227819,-1.0705788,,
211404_s_at,9.37E-05,1.39E-06,5.724151,5.2257843,0.7804641,APLP2,amyloid beta precursor like protein 2
217541_x_at,9.37E-05,1.40E-06,-5.723752,5.224579,-1.2369891,ZNF816-ZNF321P///ZNF816,ZNF816-ZNF321P readthrough///zinc finger protein 816
219062_s_at,9.42E-05,1.41E-06,5.720967,5.2161551,0.652292,ZCCHC2,zinc finger CCHC-type containing 2
201850_at,9.46E-05,1.42E-06,5.717561,5.2058556,0.9614268,CAPG,"capping actin protein, gelsolin like"
207674_at,9.46E-05,1.43E-06,5.717065,5.204354,1.4096845,FCAR,Fc fragment of IgA receptor
222187_x_at,9.46E-05,1.43E-06,-5.716995,5.2041421,-0.8774291,G3BP1,G3BP stress granule assembly factor 1
209369_at,9.51E-05,1.44E-06,5.714398,5.1962897,2.2983445,ANXA3,annexin A3
215405_at,9.56E-05,1.45E-06,-5.710971,5.1859242,-1.3032315,,
202757_at,9.56E-05,1.45E-06,-5.710585,5.1847576,-0.549609,NELFB,negative elongation factor complex member B
201463_s_at,9.68E-05,1.48E-06,5.705183,5.1684223,1.0923045,TALDO1,transaldolase 1
220375_s_at,9.68E-05,1.48E-06,-5.704788,5.1672275,-0.9574394,C5orf66,chromosome 5 open reading frame 66
203773_x_at,9.73E-05,1.50E-06,5.701955,5.1586594,1.1628485,BLVRA,biliverdin reductase A
209057_x_at,9.73E-05,1.50E-06,-5.700671,5.1547771,-0.7130283,CDC5L,cell division cycle 5 like
204211_x_at,9.73E-05,1.50E-06,5.700449,5.1541062,1.4054302,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2
218971_s_at,9.80E-05,1.52E-06,-5.696593,5.142445,-0.7869594,WDR91,WD repeat domain 91
200663_at,9.80E-05,1.52E-06,5.696197,5.1412471,0.6170649,CD63,CD63 molecule
204718_at,9.95E-05,1.55E-06,-5.690714,5.124668,-0.8885085,EPHB6,EPH receptor B6
221920_s_at,1.00E-04,1.57E-06,5.687024,5.1135104,1.4000385,SLC25A37,solute carrier family 25 member 37
208588_at,1.01E-04,1.58E-06,-5.683465,5.102748,-1.8278984,TPT1P8,"tumor protein, translationally-controlled 1 pseudogene 8"
217502_at,1.01E-04,1.59E-06,5.682738,5.1005524,1.9280343,IFIT2,interferon induced protein with tetratricopeptide repeats 2
214835_s_at,1.01E-04,1.59E-06,-5.681537,5.0969185,-0.8653066,SUCLG2,succinate-CoA ligase GDP-forming beta subunit
64418_at,1.03E-04,1.62E-06,-5.675725,5.0793473,-0.7195883,SYNRG,"synergin, gamma"
201118_at,1.04E-04,1.64E-06,5.671818,5.0675339,0.9882728,PGD,phosphogluconate dehydrogenase
202635_s_at,1.04E-04,1.65E-06,5.670145,5.0624773,0.6300113,POLR2K,RNA polymerase II subunit K
205569_at,1.04E-04,1.65E-06,5.669831,5.0615291,1.9170078,LAMP3,lysosomal associated membrane protein 3
217707_x_at,1.04E-04,1.66E-06,-5.668053,5.0561511,-0.7697189,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
79005_at,1.05E-04,1.68E-06,-5.663968,5.0438038,-0.6200737,SLC35E1,solute carrier family 35 member E1
214762_at,1.05E-04,1.69E-06,-5.662599,5.0396631,-1.1917146,ATP6V1G2,ATPase H+ transporting V1 subunit G2
208156_x_at,1.06E-04,1.71E-06,-5.658822,5.0282444,-1.2956635,EPPK1,epiplakin 1
219209_at,1.07E-04,1.74E-06,5.654496,5.0151697,0.9446087,IFIH1,interferon induced with helicase C domain 1
215440_s_at,1.10E-04,1.78E-06,-5.647304,4.9934297,-0.6314489,BEX4,brain expressed X-linked 4
205006_s_at,1.10E-04,1.79E-06,-5.64543,4.9877629,-0.8818255,NMT2,N-myristoyltransferase 2
209593_s_at,1.11E-04,1.82E-06,5.639776,4.9706731,0.7485525,TOR1B,torsin family 1 member B
201743_at,1.11E-04,1.82E-06,5.639355,4.9694018,0.8628055,CD14,CD14 molecule
211676_s_at,1.12E-04,1.83E-06,5.637836,4.9648095,1.1018076,IFNGR1,interferon gamma receptor 1
207157_s_at,1.13E-04,1.86E-06,5.63235,4.94823,0.4730668,GNG5,G protein subunit gamma 5
210036_s_at,1.14E-04,1.88E-06,-5.629594,4.9399001,-1.0470696,KCNH2,potassium voltage-gated channel subfamily H member 2
210772_at,1.14E-04,1.89E-06,5.62741,4.9333006,1.0854443,FPR2,formyl peptide receptor 2
204580_at,1.15E-04,1.91E-06,-5.624604,4.9248196,-1.1475753,MMP12,matrix metallopeptidase 12
203188_at,1.15E-04,1.91E-06,-5.623391,4.9211551,-0.8937163,B4GAT1,"beta-1,4-glucuronyltransferase 1"
208248_x_at,1.15E-04,1.92E-06,5.621948,4.9167931,0.9227057,APLP2,amyloid beta precursor like protein 2
207231_at,1.15E-04,1.92E-06,-5.621803,4.9163545,-1.2657277,DZIP3,DAZ interacting zinc finger protein 3
214139_at,1.15E-04,1.93E-06,-5.62024,4.9116331,-1.2163184,ARID4B,AT-rich interaction domain 4B
207981_s_at,1.15E-04,1.94E-06,-5.619904,4.9106156,-2.7230239,ESRRG,estrogen related receptor gamma
216025_x_at,1.15E-04,1.94E-06,-5.619332,4.9088886,-1.3085025,CYP2C9,cytochrome P450 family 2 subfamily C member 9
221508_at,1.15E-04,1.94E-06,-5.619198,4.9084827,-0.6478424,TAOK3,TAO kinase 3
219079_at,1.15E-04,1.94E-06,5.618908,4.9076054,0.5402451,CYB5R4,cytochrome b5 reductase 4
203838_s_at,1.15E-04,1.94E-06,-5.618659,4.9068532,-1.6660172,TNK2,tyrosine kinase non receptor 2
201641_at,1.15E-04,1.96E-06,5.616315,4.8997722,0.9970651,BST2,bone marrow stromal cell antigen 2
212991_at,1.15E-04,1.96E-06,-5.615556,4.8974773,-0.7356665,FBXO9,F-box protein 9
221636_s_at,1.15E-04,1.97E-06,-5.614359,4.8938591,-0.8835821,2-Mar,mitochondrial amidoxime reducing component 2
205357_s_at,1.16E-04,1.98E-06,-5.612027,4.8868127,-1.0168196,AGTR1,angiotensin II receptor type 1
219651_at,1.16E-04,1.99E-06,-5.610493,4.8821788,-2.447736,DPPA4,developmental pluripotency associated 4
211284_s_at,1.16E-04,2.00E-06,5.61013,4.8810819,0.7991802,GRN,granulin
205510_s_at,1.16E-04,2.01E-06,-5.608626,4.8765358,-0.8254508,FLJ10038,uncharacterized protein FLJ10038
219935_at,1.18E-04,2.04E-06,-5.602723,4.8587001,-1.1644817,ADAMTS5,ADAM metallopeptidase with thrombospondin type 1 motif 5
207859_s_at,1.18E-04,2.06E-06,-5.6008,4.8528896,-1.0867243,CHRNB3,cholinergic receptor nicotinic beta 3 subunit
216824_at,1.18E-04,2.06E-06,-5.600419,4.8517392,-2.2168868,,
218421_at,1.18E-04,2.06E-06,-5.600275,4.8513032,-0.7996246,CERK,ceramide kinase
210603_at,1.20E-04,2.09E-06,-5.594927,4.8351479,-1.401865,NAA11,"N(alpha)-acetyltransferase 11, NatA catalytic subunit"
221732_at,1.20E-04,2.10E-06,5.594258,4.8331251,1.0750787,CANT1,calcium activated nucleotidase 1
219806_s_at,1.20E-04,2.12E-06,5.591138,4.8236992,0.6928797,SMCO4,single-pass membrane protein with coiled-coil domains 4
200895_s_at,1.21E-04,2.13E-06,-5.589423,4.8185193,-0.7540988,FKBP4,FK506 binding protein 4
210633_x_at,1.21E-04,2.15E-06,-5.58685,4.8107443,-1.0387811,KRT10,keratin 10
204858_s_at,1.22E-04,2.16E-06,5.584762,4.804438,1.0110522,TYMP,thymidine phosphorylase
216751_at,1.23E-04,2.18E-06,-5.582466,4.7975029,-1.0152527,,
206024_at,1.23E-04,2.19E-06,-5.580787,4.7924308,-1.1819189,HPD,4-hydroxyphenylpyruvate dioxygenase
64438_at,1.24E-04,2.22E-06,-5.576019,4.7780265,-0.7597498,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3
43511_s_at,1.24E-04,2.23E-06,-5.575438,4.7762732,-0.5882127,ARRB1,arrestin beta 1
207071_s_at,1.24E-04,2.23E-06,-5.574663,4.7739328,-0.9017302,ACO1,aconitase 1
214511_x_at,1.24E-04,2.24E-06,5.573703,4.7710315,1.1395007,FCGR1B,Fc fragment of IgG receptor Ib
209438_at,1.25E-04,2.25E-06,-5.572493,4.7673773,-0.6369862,PHKA2,phosphorylase kinase regulatory subunit alpha 2
219142_at,1.26E-04,2.27E-06,-5.569128,4.7572143,-1.0668575,RASL11B,RAS like family 11 member B
208474_at,1.26E-04,2.29E-06,-5.56624,4.7484907,-1.903936,CLDN6,claudin 6
219318_x_at,1.26E-04,2.29E-06,-5.565945,4.7476012,-1.0431559,MED31,mediator complex subunit 31
217977_at,1.27E-04,2.31E-06,5.564301,4.7426337,0.9249972,MSRB1,methionine sulfoxide reductase B1
214177_s_at,1.27E-04,2.32E-06,-5.562604,4.7375103,-0.7651693,PBXIP1,PBX homeobox interacting protein 1
211013_x_at,1.27E-04,2.33E-06,5.560435,4.7309603,1.9601178,PML,promyelocytic leukemia
212319_at,1.27E-04,2.34E-06,-5.56024,4.7303709,-0.8321507,SGSM2,small G protein signaling modulator 2
208703_s_at,1.28E-04,2.36E-06,5.556647,4.7195191,1.012857,APLP2,amyloid beta precursor like protein 2
212768_s_at,1.28E-04,2.37E-06,5.555692,4.7166346,3.6027608,OLFM4,olfactomedin 4
215766_at,1.28E-04,2.37E-06,-5.555603,4.7163664,-0.9266152,GSTA1,glutathione S-transferase alpha 1
205338_s_at,1.28E-04,2.38E-06,-5.554411,4.7127679,-1.2787194,DCT,dopachrome tautomerase
216102_at,1.28E-04,2.38E-06,-5.553657,4.7104898,-1.4693907,PHLDB1,pleckstrin homology like domain family B member 1
202018_s_at,1.28E-04,2.39E-06,5.552536,4.7071041,3.1736483,LTF,lactotransferrin
209498_at,1.31E-04,2.44E-06,5.546107,4.6876927,1.777391,CEACAM1,carcinoembryonic antigen related cell adhesion molecule 1
207725_at,1.31E-04,2.44E-06,-5.545645,4.6862961,-1.3167069,POU4F2,POU class 4 homeobox 2
215121_x_at,1.32E-04,2.48E-06,5.540841,4.6717903,1.4467935,CYAT1///IGLV1-44///IGLC1,immunoglobulin lambda light chain-like///immunoglobulin lambda variable 1-44///immunoglobulin lambda constant 1
218048_at,1.33E-04,2.50E-06,5.538873,4.6658495,0.4951899,COMMD3,COMM domain containing 3
201260_s_at,1.33E-04,2.51E-06,-5.536804,4.6596019,-0.633179,SYPL1,synaptophysin like 1
208470_s_at,1.34E-04,2.54E-06,5.533723,4.6503019,2.5029314,HPR///HP,haptoglobin-related protein///haptoglobin
218425_at,1.34E-04,2.54E-06,-5.533535,4.6497346,-0.8279708,RNF216,ring finger protein 216
217386_at,1.35E-04,2.57E-06,-5.530261,4.6398506,-1.2754388,,
209616_s_at,1.35E-04,2.57E-06,5.52993,4.6388518,1.5673268,LOC100653057///CES1,liver carboxylesterase 1-like///carboxylesterase 1
204802_at,1.37E-04,2.61E-06,-5.524987,4.6239272,-2.261882,RRAD,"RRAD, Ras related glycolysis inhibitor and calcium channel regulator"
215327_at,1.40E-04,2.68E-06,-5.516072,4.5970172,-1.227199,,
205398_s_at,1.42E-04,2.72E-06,5.511658,4.5836952,0.652953,SMAD3,SMAD family member 3
222317_at,1.43E-04,2.74E-06,-5.508819,4.5751285,-1.0315594,PDE3B,phosphodiesterase 3B
207023_x_at,1.43E-04,2.76E-06,-5.507136,4.5700496,-0.8979794,KRT10,keratin 10
219293_s_at,1.45E-04,2.79E-06,-5.503114,4.5579097,-0.5342804,OLA1,Obg-like ATPase 1
213648_at,1.45E-04,2.80E-06,-5.50299,4.5575356,-0.6633536,EXOSC7,exosome component 7
203471_s_at,1.46E-04,2.82E-06,5.499855,4.5480748,0.8691884,PLEK,pleckstrin
206792_x_at,1.50E-04,2.92E-06,-5.489651,4.5172865,-0.7634435,LOC729966///PDE4C,uncharacterized LOC729966///phosphodiesterase 4C
207862_at,1.50E-04,2.92E-06,-5.489592,4.5171073,-1.8600229,UPK2,uroplakin 2
212090_at,1.50E-04,2.92E-06,5.488901,4.5150218,0.7856183,GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1
210162_s_at,1.50E-04,2.93E-06,-5.488325,4.5132856,-0.7561648,NFATC1,nuclear factor of activated T-cells 1
208332_at,1.50E-04,2.94E-06,-5.487141,4.509711,-0.9175187,LOC100509646///PRY2///PRY,"PTPN13-like protein, Y-linked-like///PTPN13-like, Y-linked 2///PTPN13-like, Y-linked"
216540_at,1.50E-04,2.95E-06,-5.485966,4.5061686,-1.0141374,YME1L1,YME1 like 1 ATPase
202863_at,1.50E-04,2.96E-06,5.484971,4.5031646,0.4612089,SP100,SP100 nuclear antigen
208006_at,1.51E-04,2.98E-06,-5.482723,4.4963827,-1.3570754,FOXI1,forkhead box I1
201136_at,1.52E-04,3.01E-06,5.479275,4.4859799,0.867927,PLP2,proteolipid protein 2
78330_at,1.53E-04,3.03E-06,-5.477011,4.4791502,-0.706452,ZNF335,zinc finger protein 335
207031_at,1.54E-04,3.06E-06,-5.474227,4.4707523,-1.3057044,NKX3-2,NK3 homeobox 2
201020_at,1.54E-04,3.07E-06,5.472832,4.4665445,0.8715061,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
201601_x_at,1.56E-04,3.13E-06,5.467066,4.4491516,0.9061389,IFITM2///IFITM1,interferon induced transmembrane protein 2///interferon induced transmembrane protein 1
215617_at,1.56E-04,3.13E-06,5.467023,4.4490231,1.1627547,SPATS2L,spermatogenesis associated serine rich 2 like
209537_at,1.56E-04,3.13E-06,-5.466996,4.4489411,-0.8568275,EXTL2,exostosin like glycosyltransferase 2
216912_at,1.56E-04,3.14E-06,-5.466136,4.4463474,-1.6249487,ARHGEF4,Rho guanine nucleotide exchange factor 4
212781_at,1.57E-04,3.16E-06,-5.464415,4.441156,-0.6236077,RBBP6,"RB binding protein 6, ubiquitin ligase"
205324_s_at,1.57E-04,3.17E-06,-5.462719,4.4360407,-0.5638126,FTSJ1,FtsJ RNA methyltransferase homolog 1 (E. coli)
211834_s_at,1.58E-04,3.21E-06,-5.459385,4.4259861,-1.9031941,TP63,tumor protein p63
217665_at,1.59E-04,3.22E-06,-5.458235,4.4225172,-0.8572783,ZNF813,zinc finger protein 813
213952_s_at,1.59E-04,3.23E-06,-5.457195,4.419381,-0.86693,ALOX5,arachidonate 5-lipoxygenase
38892_at,1.61E-04,3.28E-06,-5.451741,4.4029353,-0.6874498,GLTSCR1L,GLTSCR1 like
214022_s_at,1.61E-04,3.30E-06,5.450523,4.3992609,0.692006,IFITM1,interferon induced transmembrane protein 1
221361_at,1.63E-04,3.33E-06,-5.447713,4.3907893,-1.454326,OMP,olfactory marker protein
221793_at,1.64E-04,3.36E-06,-5.444838,4.3821187,-1.3066296,DOCK6,dedicator of cytokinesis 6
209504_s_at,1.64E-04,3.37E-06,-5.443402,4.3777897,-0.8675247,PLEKHB1,pleckstrin homology domain containing B1
