,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
124,AFFX-LysX-5_at,2.62e-11,6.04e-14,10.1,21.52388,4.33,,
125,201545_PM_s_at,2.62e-11,6.07e-14,10.1,21.5191,1.67,PABPN1,poly(A) binding protein nuclear 1
126,226320_PM_at,2.62e-11,6.09e-14,10.1,21.51514,1.71,ALYREF,Aly/REF export factor
91,215209_at,3.67e-11,6.18e-14,-9.38,21.399776,-0.9109999999999999,SEC24D,"SEC24 homolog D, COPII coat complex component"
127,202397_PM_at,2.68e-11,6.26e-14,10.1,21.488039999999998,1.65,NUTF2,nuclear transport factor 2
128,AFFX-r2-Bs-lys-5_at,2.6899999999999996e-11,6.33e-14,10.0,21.476670000000002,4.01,,
129,212815_PM_at,2.6899999999999996e-11,6.42e-14,10.0,21.46288,0.9329999999999999,ASCC3,activating signal cointegrator 1 complex subunit 3
130,AFFX-r2-Bs-lys-3_at,2.6899999999999996e-11,6.44e-14,10.0,21.46071,6.37,,
92,212657_s_at,3.83e-11,6.52e-14,-9.37,21.348541,-1.14,IL1RN,interleukin 1 receptor antagonist
131,227304_PM_at,2.7100000000000002e-11,6.53e-14,10.0,21.44618,1.23,SMCR8,"Smith-Magenis syndrome chromosome region, candidate 8"
132,AFFX-ThrX-3_at,2.7199999999999997e-11,6.63e-14,10.0,21.4315,6.67,,
133,241715_PM_x_at,2.7199999999999997e-11,6.66e-14,-10.0,21.4278,-0.696,ACPT,"acid phosphatase, testicular"
93,202145_at,3.9500000000000006e-11,6.79e-14,-9.36,21.308366,-1.96,LY6E,"lymphocyte antigen 6 complex, locus E"
134,240854_PM_x_at,2.7600000000000004e-11,6.8e-14,-10.0,21.40674,-1.04,,
135,236041_PM_at,2.8800000000000003e-11,7.16e-14,10.0,21.35595,1.56,,
94,243934_at,4.220000000000001e-11,7.33e-14,-9.34,21.234707999999998,-0.812,ODF3B,outer dense fiber of sperm tails 3B
136,200593_PM_s_at,3.0500000000000005e-11,7.65e-14,10.0,21.29035,0.9470000000000001,HNRNPU,heterogeneous nuclear ribonucleoprotein U
95,222439_s_at,4.3799999999999994e-11,7.69e-14,9.33,21.187934,0.887,THRAP3,thyroid hormone receptor associated protein 3
137,212782_PM_x_at,3.0500000000000005e-11,7.71e-14,9.99,21.282329999999998,1.07,POLR2J,RNA polymerase II subunit J
138,242293_PM_at,3.0500000000000005e-11,7.74e-14,-9.99,21.27822,-0.914,ING3,inhibitor of growth family member 3
139,1552664_PM_at,3.15e-11,8.05e-14,9.98,21.23935,1.0,FLCN,folliculin
96,223064_at,4.58e-11,8.13e-14,-9.32,21.134012,-0.5579999999999999,RNF181,ring finger protein 181
97,209933_s_at,4.73e-11,8.48e-14,-9.31,21.093107999999997,-0.5710000000000001,CD300A,CD300a molecule
140,202431_PM_s_at,3.3e-11,8.55e-14,9.96,21.18035,2.21,MYC,v-myc avian myelocytomatosis viral oncogene homolog
141,AFFX-PheX-3_at,3.3e-11,8.58e-14,9.96,21.17727,6.01,,
142,1555729_PM_a_at,3.4100000000000004e-11,8.91e-14,-9.95,21.14007,-0.586,CD209,CD209 molecule
98,204173_at,5.03e-11,9.1e-14,-9.29,21.024673,-0.727,MYL6B,myosin light chain 6B
143,1566832_PM_at,3.48e-11,9.17e-14,-9.94,21.11155,-0.6709999999999999,TOP1P2,topoisomerase (DNA) I pseudogene 2
144,223067_PM_at,3.5399999999999995e-11,9.39e-14,9.94,21.08783,1.09,CWC15,CWC15 spliceosome-associated protein
145,227459_PM_at,3.66e-11,9.77e-14,-9.93,21.04863,-1.33,,
146,202951_PM_at,3.68e-11,9.89e-14,-9.92,21.03656,-0.7040000000000001,STK38,serine/threonine kinase 38
6,218400_at,3.1600000000000005e-10,9.94e-14,11.352396,20.89639,2.348653,OAS3,2'-5'-oligoadenylate synthetase 3
99,223220_s_at,5.529999999999999e-11,1.01e-13,-9.27,20.922674,-1.18,PARP9,poly(ADP-ribose) polymerase family member 9
100,241425_at,5.56e-11,1.0300000000000002e-13,-9.26,20.907207999999997,-0.769,NUP58,nucleoporin 58
101,225480_at,5.670000000000001e-11,1.06e-13,-9.26,20.879302,-0.5379999999999999,C1orf122,chromosome 1 open reading frame 122
147,224714_PM_at,4.26e-11,1.1599999999999999e-13,9.88,20.87966,1.31,NIFK,nucleolar protein interacting with the FHA domain of MKI67
148,218495_PM_at,4.26e-11,1.1599999999999999e-13,9.88,20.87782,1.09,UXT,ubiquitously expressed prefoldin like chaperone
102,1558697_a_at,6.27e-11,1.18e-13,9.23,20.772594,0.7340000000000001,KIAA0430,KIAA0430
149,216500_PM_at,4.370000000000001e-11,1.2e-13,-9.87,20.84608,-0.37799999999999995,,
103,222483_at,6.709999999999999e-11,1.2799999999999998e-13,-9.21,20.696935999999997,-0.737,EFHD2,EF-hand domain family member D2
104,235276_at,6.79e-11,1.3e-13,-9.21,20.676613,-2.14,EPSTI1,epithelial stromal interaction 1 (breast)
150,229685_PM_at,4.79e-11,1.3200000000000002e-13,9.84,20.74961,0.945,LOC100134937,uncharacterized LOC100134937
152,211386_PM_at,4.79e-11,1.34e-13,9.84,20.735960000000002,1.16,MGC12488,uncharacterized protein MGC12488
151,218920_PM_at,4.79e-11,1.34e-13,9.84,20.73623,0.8270000000000001,FAM193B,family with sequence similarity 193 member B
105,205038_at,6.96e-11,1.35e-13,9.2,20.643085,0.41,IKZF1,IKAROS family zinc finger 1
153,200641_PM_s_at,4.89e-11,1.3800000000000002e-13,9.83,20.71071,1.47,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
154,202453_PM_s_at,4.89e-11,1.3900000000000001e-13,9.83,20.70326,0.945,GTF2H1,general transcription factor IIH subunit 1
155,223886_PM_s_at,4.9299999999999994e-11,1.4e-13,-9.82,20.68992,-0.976,RNF146,ring finger protein 146
156,237041_PM_x_at,4.9299999999999994e-11,1.4099999999999998e-13,-9.82,20.68251,-0.757,RCOR1,REST corepressor 1
106,225799_at,7.390000000000001e-11,1.45e-13,-9.18,20.576068,-1.03,LOC101930489///MIR4435-2HG///LINC00152,uncharacterized LOC101930489///MIR4435-2 host gene///long intergenic non-protein coding RNA 152
157,201948_PM_at,5.0100000000000007e-11,1.45e-13,9.81,20.6602,1.01,GNL2,G protein nucleolar 2
158,200009_PM_at,5.2299999999999996e-11,1.52e-13,-9.8,20.61039,-0.478,GDI2,GDP dissociation inhibitor 2
159,1558048_PM_x_at,5.2299999999999996e-11,1.53e-13,-9.8,20.603920000000002,-4.2,,
160,202553_PM_s_at,5.2299999999999996e-11,1.5399999999999997e-13,-9.8,20.60022,-0.753,SYF2,SYF2 pre-mRNA splicing factor
161,200632_PM_s_at,5.27e-11,1.56e-13,-9.79,20.585810000000002,-1.21,NDRG1,N-myc downstream regulated 1
107,212065_s_at,8.16e-11,1.6100000000000002e-13,9.15,20.470497,0.898,USP34,ubiquitin specific peptidase 34
108,226082_s_at,8.17e-11,1.6299999999999999e-13,9.15,20.460263,0.7440000000000001,SCAF4,SR-related CTD associated factor 4
4,ILMN_1777325,1.55e-09,1.6399999999999998e-13,-9.7289343,20.095010000000002,-0.9279999999999999,STAT1,signal transducer and activator of transcription 1
162,214058_PM_at,5.520000000000001e-11,1.6399999999999998e-13,9.78,20.534370000000003,1.41,MYCL,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog
163,216584_PM_at,5.5899999999999996e-11,1.6800000000000002e-13,-9.77,20.515710000000002,-0.593,,
164,221205_PM_at,5.74e-11,1.73e-13,-9.76,20.482870000000002,-2.03,,
109,238439_at,8.81e-11,1.77e-13,-9.13,20.378503,-1.89,ANKRD22,ankyrin repeat domain 22
165,233056_PM_x_at,6.199999999999999e-11,1.88e-13,-9.74,20.40126,-0.8390000000000001,DLGAP4,DLG associated protein 4
110,203771_s_at,9.32e-11,1.8899999999999998e-13,-9.12,20.314971,-1.08,BLVRA,biliverdin reductase A
111,225557_at,9.599999999999999e-11,1.9699999999999997e-13,-9.11,20.276988,-0.785,CSRNP1,cysteine and serine rich nuclear protein 1
8,219211_at,1.22e-09,2e-13,-14.019198699999999,19.60541635,-3.6771790999999996,USP18,ubiquitin specific peptidase 18
166,207564_PM_x_at,7.1e-11,2.18e-13,-9.7,20.25515,-0.972,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase
167,1553688_PM_at,7.1e-11,2.18e-13,-9.7,20.25496,-0.607,METTL6,methyltransferase like 6
112,226702_at,1.08e-10,2.2200000000000001e-13,-9.08,20.158155999999998,-2.45,CMPK2,cytidine/uridine monophosphate kinase 2
168,1556670_PM_at,7.349999999999999e-11,2.27e-13,-9.69,20.215139999999998,-0.927,GTF3C2-AS1,GTF3C2 antisense RNA 1
114,218943_s_at,1.08e-10,2.29e-13,-9.07,20.128864,-1.33,DDX58,DEXD/H-box helicase 58
113,221637_s_at,1.08e-10,2.29e-13,-9.07,20.129493,-0.703,C11orf98///LBHD1,chromosome 11 open reading frame 98///LBH domain containing 1
115,201085_s_at,1.08e-10,2.3e-13,9.07,20.123437,0.8370000000000001,SON,SON DNA binding protein
116,201105_at,1.08e-10,2.3100000000000003e-13,-9.07,20.122181,-0.9159999999999999,LGALS1,galectin 1
169,232811_PM_x_at,7.520000000000001e-11,2.34e-13,-9.68,20.18628,-0.7659999999999999,PRICKLE1,prickle planar cell polarity protein 1
117,206026_s_at,1.11e-10,2.42e-13,-9.06,20.075517,-1.72,TNFAIP6,TNF alpha induced protein 6
118,216565_x_at,1.11e-10,2.42e-13,-9.06,20.074842,-0.743,,
119,209725_at,1.11e-10,2.4299999999999997e-13,9.06,20.072647,0.589,UTP20,"UTP20, small subunit processome component"
5,ILMN_3247506,2.0100000000000003e-09,2.5499999999999997e-13,-9.60558,19.68542,-1.32,,
120,244470_at,1.17e-10,2.58e-13,-9.04,20.012504999999997,-0.617,,
170,1554010_PM_at,8.55e-11,2.67e-13,-9.64,20.05454,-0.961,NDST1,N-deacetylase and N-sulfotransferase 1
171,1555978_PM_s_at,8.709999999999999e-11,2.7399999999999994e-13,-9.63,20.030089999999998,-1.96,,
172,200083_PM_at,8.82e-11,2.7899999999999997e-13,-9.63,20.01245,-0.632,USP22,ubiquitin specific peptidase 22
173,1555730_PM_a_at,8.920000000000001e-11,2.84e-13,9.63,19.9951,1.54,CFL1,cofilin 1
121,204698_at,1.28e-10,2.85e-13,-9.02,19.916347000000002,-0.915,ISG20,interferon stimulated exonuclease gene 20
122,203773_x_at,1.3e-10,2.9299999999999996e-13,-9.01,19.892158,-0.998,BLVRA,biliverdin reductase A
174,203378_PM_at,9.16e-11,2.9299999999999996e-13,9.62,19.9637,0.759,PCF11,PCF11 cleavage and polyadenylation factor subunit
175,202072_PM_at,9.27e-11,3e-13,9.61,19.94081,3.03,HNRNPL,heterogeneous nuclear ribonucleoprotein L
176,223254_PM_s_at,9.27e-11,3e-13,9.61,19.93989,1.48,G2E3,G2/M-phase specific E3 ubiquitin protein ligase
123,208610_s_at,1.37e-10,3.12e-13,9.0,19.831039,0.79,SRRM2,serine/arginine repetitive matrix 2
124,200000_s_at,1.3899999999999999e-10,3.19e-13,8.99,19.808809,0.741,PRPF8,pre-mRNA processing factor 8
125,223846_at,1.3899999999999999e-10,3.21e-13,-8.99,19.801975,-1.05,AZI2,5-azacytidine induced 2
126,210786_s_at,1.42e-10,3.3e-13,8.98,19.776348000000002,0.7809999999999999,FLI1,"Fli-1 proto-oncogene, ETS transcription factor"
127,232652_x_at,1.43e-10,3.35e-13,-8.98,19.759419,-0.607,SCAND1,SCAN domain containing 1
128,235699_at,1.4500000000000002e-10,3.4200000000000006e-13,-8.97,19.739409,-1.06,REM2,RRAD and GEM like GTPase 2
129,215235_at,1.4699999999999998e-10,3.52e-13,8.97,19.713079,0.755,SPTAN1,"spectrin alpha, non-erythrocytic 1"
130,212595_s_at,1.4699999999999998e-10,3.5299999999999996e-13,8.97,19.710019,0.6679999999999999,DAZAP2,DAZ associated protein 2
177,1559667_PM_at,1.1e-10,3.5799999999999994e-13,-9.56,19.76653,-0.794,,
178,1556151_PM_at,1.1e-10,3.5799999999999994e-13,-9.56,19.76446,-0.727,ITFG1,integrin alpha FG-GAP repeat containing 1
179,235755_PM_at,1.11e-10,3.65e-13,-9.55,19.74491,-0.7759999999999999,TNRC18,trinucleotide repeat containing 18
131,200663_at,1.51e-10,3.65e-13,-8.96,19.677307,-0.604,CD63,CD63 molecule
132,215434_x_at,1.51e-10,3.6700000000000005e-13,8.96,19.671255,0.759,LOC102724250///NBPF26///NBPF19///NBPF10///NBPF15///NBPF11///NBPF1///NBPF14,neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14
133,208619_at,1.53e-10,3.76e-13,8.95,19.648288,0.499,DDB1,damage specific DNA binding protein 1
180,1561872_PM_at,1.15e-10,3.79e-13,9.54,19.70775,1.77,,
134,203455_s_at,1.54e-10,3.82e-13,-8.95,19.632716000000002,-0.6609999999999999,SAT1,spermidine/spermine N1-acetyltransferase 1
135,212223_at,1.54e-10,3.8299999999999993e-13,8.95,19.630823,0.6859999999999999,IDS,iduronate 2-sulfatase
7,217933_s_at,1.0800000000000002e-09,3.86e-13,10.834427999999999,19.627458800000003,1.4119962,LAP3,leucine aminopeptidase 3
136,241812_at,1.54e-10,3.8699999999999997e-13,-8.95,19.621751,-1.58,SPATS2L,spermatogenesis associated serine rich 2 like
137,211025_x_at,1.55e-10,3.9200000000000005e-13,-8.94,19.609054,-0.713,COX5B,cytochrome c oxidase subunit 5B
181,206480_PM_at,1.19e-10,3.96e-13,-9.53,19.665370000000003,-0.6,LTC4S,leukotriene C4 synthase
182,203056_PM_s_at,1.19e-10,3.97e-13,9.53,19.66364,1.37,PRDM2,PR/SET domain 2
138,227516_at,1.5800000000000002e-10,4.02e-13,8.94,19.584417000000002,0.44799999999999995,SF3A1,splicing factor 3a subunit 1
139,237538_at,1.5900000000000002e-10,4.07e-13,-8.93,19.571853,-1.31,,
140,225404_at,1.67e-10,4.31e-13,-8.92,19.514920999999998,-0.376,SMIM12,small integral membrane protein 12
183,223546_PM_x_at,1.29e-10,4.33e-13,9.51,19.57646,1.16,LUC7L,LUC7 like
141,226603_at,1.67e-10,4.36e-13,-8.92,19.504510999999997,-1.19,SAMD9L,sterile alpha motif domain containing 9 like
142,231878_at,1.67e-10,4.4e-13,-8.91,19.496243,-0.542,PAGR1,PAXIP1 associated glutamate rich protein 1
143,211993_at,1.67e-10,4.4e-13,8.91,19.49575,0.985,WNK1,WNK lysine deficient protein kinase 1
184,228851_PM_s_at,1.3e-10,4.41e-13,9.5,19.5598,1.46,ENSA,endosulfine alpha
185,1566785_PM_x_at,1.36e-10,4.620000000000001e-13,-9.49,19.51311,-1.13,NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
144,225059_at,1.7500000000000002e-10,4.65e-13,-8.9,19.442865,-0.649,AGTRAP,angiotensin II receptor associated protein
186,205642_PM_at,1.37e-10,4.68e-13,9.48,19.501070000000002,0.8640000000000001,CNTRL,centriolin
8,204994_at,1.16e-09,4.689999999999999e-13,10.761686,19.446126100000004,1.5778591,MX2,MX dynamin like GTPase 2
187,235727_PM_at,1.4e-10,4.820000000000001e-13,-9.48,19.4715,-1.2,KLHL28,kelch like family member 28
145,219679_s_at,1.8399999999999998e-10,4.91e-13,8.89,19.388692000000002,0.8240000000000001,WAC,WW domain containing adaptor with coiled-coil
146,211729_x_at,1.8700000000000003e-10,5.030000000000001e-13,-8.88,19.365755,-0.946,BLVRA,biliverdin reductase A
188,208730_PM_x_at,1.4699999999999998e-10,5.090000000000001e-13,-9.46,19.41669,-0.695,RAB2A,"RAB2A, member RAS oncogene family"
9,228617_at,2.7899999999999997e-09,5.11e-13,-13.4445085,18.82205998,-1.69688211,XAF1,XIAP associated factor 1
189,200967_PM_at,1.49e-10,5.16e-13,9.46,19.40374,1.02,PPIB,peptidylprolyl isomerase B
190,240991_PM_at,1.49e-10,5.19e-13,-9.46,19.39893,-0.752,,
147,221745_at,1.9199999999999998e-10,5.21e-13,8.87,19.332222,0.7829999999999999,DCAF7,DDB1 and CUL4 associated factor 7
148,212994_at,1.9199999999999998e-10,5.22e-13,8.87,19.330227,0.711,THOC2,THO complex 2
6,ILMN_1701455,3.5399999999999998e-09,5.24e-13,-9.406137300000001,19.01916,-1.25,FBXO6,F-box protein 6
191,1553817_PM_at,1.55e-10,5.45e-13,-9.44,19.34998,-0.934,POM121L10P///POM121L4P///POM121L8P///POM121L9P///POM121L1P,"POM121 transmembrane nucleoporin like 10, pseudogene///POM121 transmembrane nucleoporin like 4, pseudogene///POM121 transmembrane nucleoporin like 8, pseudogene///POM121 transmembrane nucleoporin like 9, pseudogene///POM121 transmembrane nucleoporin like 1, pseudogene"
149,224647_at,1.99e-10,5.45e-13,8.86,19.288781,0.532,CCNY,cyclin Y
192,201945_PM_at,1.55e-10,5.479999999999999e-13,9.44,19.34475,1.74,FURIN,"furin, paired basic amino acid cleaving enzyme"
150,208664_s_at,1.99e-10,5.5e-13,8.86,19.279501,0.833,TTC3P1///TTC3,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
151,231769_at,2.06e-10,5.720000000000001e-13,-8.85,19.240948,-1.18,FBXO6,F-box protein 6
193,201781_PM_s_at,1.6299999999999998e-10,5.79e-13,9.43,19.29063,0.768,AIP,aryl hydrocarbon receptor interacting protein
194,1563320_PM_at,1.67e-10,5.96e-13,9.42,19.26107,1.06,,
195,202483_PM_s_at,1.7e-10,6.089999999999999e-13,9.41,19.2397,1.98,RANBP1,RAN binding protein 1
196,200947_PM_s_at,1.76e-10,6.35e-13,9.4,19.199289999999998,1.23,GLUD1,glutamate dehydrogenase 1
197,1557557_PM_at,1.76e-10,6.37e-13,9.4,19.196360000000002,0.7659999999999999,MATN1-AS1,MATN1 antisense RNA 1
198,241616_PM_at,1.78e-10,6.480000000000001e-13,-9.39,19.17906,-1.8,,
152,221827_at,2.34e-10,6.54e-13,-8.82,19.111183999999998,-0.698,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1
199,214906_PM_x_at,1.8100000000000002e-10,6.63e-13,9.39,19.15632,0.9179999999999999,N4BP2L1,NEDD4 binding protein 2 like 1
200,207616_PM_s_at,1.8300000000000001e-10,6.720000000000001e-13,9.38,19.142689999999998,1.65,TANK,TRAF family member associated NFKB activator
153,223592_s_at,2.37e-10,6.720000000000001e-13,-8.81,19.084863000000002,-0.7559999999999999,RNF135,ring finger protein 135
154,203595_s_at,2.37e-10,6.73e-13,-8.81,19.083241,-1.5,IFIT5,interferon induced protein with tetratricopeptide repeats 5
201,1555553_PM_a_at,1.8399999999999998e-10,6.779999999999999e-13,-9.38,19.1342,-0.531,SLC22A7,solute carrier family 22 member 7
155,230405_at,2.39e-10,6.82e-13,-8.81,19.070545000000003,-0.848,C5orf56,chromosome 5 open reading frame 56
156,216336_x_at,2.41e-10,6.95e-13,-8.81,19.052607000000002,-0.767,MT1E,metallothionein 1E
157,204929_s_at,2.41e-10,6.97e-13,-8.8,19.049979999999998,-0.7340000000000001,VAMP5,vesicle associated membrane protein 5
202,209993_PM_at,1.88e-10,6.97e-13,9.37,19.10689,1.12,ABCB1,ATP binding cassette subfamily B member 1
158,224592_x_at,2.4400000000000004e-10,7.099999999999999e-13,8.8,19.031125,0.501,HP1BP3,heterochromatin protein 1 binding protein 3
159,217591_at,2.4400000000000004e-10,7.13e-13,-8.8,19.026964000000003,-0.644,SKIL,SKI-like proto-oncogene
203,1559227_PM_s_at,1.9199999999999998e-10,7.140000000000002e-13,-9.37,19.0823,-1.68,VHL,von Hippel-Lindau tumor suppressor
160,1568592_at,2.4400000000000004e-10,7.200000000000001e-13,-8.8,19.018417000000003,-0.8009999999999999,TRIM69,tripartite motif containing 69
161,239988_at,2.51e-10,7.45e-13,-8.79,18.984782,-1.11,,
204,225641_PM_at,2.02e-10,7.59e-13,-9.35,19.02287,-0.82,MEF2D,myocyte enhancer factor 2D
162,241237_at,2.58e-10,7.69e-13,-8.78,18.953488,-0.9329999999999999,,
205,225742_PM_at,2.06e-10,7.77e-13,-9.34,18.99945,-1.93,MDM4,"MDM4, p53 regulator"
163,230036_at,2.62e-10,7.879999999999999e-13,-8.78,18.930888,-1.26,SAMD9L,sterile alpha motif domain containing 9 like
164,216457_s_at,2.62e-10,7.900000000000001e-13,8.77,18.928233,0.504,SF3A1,splicing factor 3a subunit 1
206,1554933_PM_at,2.18e-10,8.240000000000001e-13,-9.33,18.94135,-1.08,PSIP1,PC4 and SFRS1 interacting protein 1
165,1555764_s_at,2.7799999999999997e-10,8.43e-13,-8.76,18.864439,-0.8290000000000001,TIMM10,translocase of inner mitochondrial membrane 10 homolog (yeast)
166,211368_s_at,2.82e-10,8.61e-13,-8.75,18.844148999999998,-0.924,CASP1,caspase 1
167,212203_x_at,2.85e-10,8.75e-13,-8.75,18.828568,-0.7609999999999999,IFITM3,interferon induced transmembrane protein 3
207,222424_PM_s_at,2.34e-10,8.94e-13,9.3,18.860529999999997,0.9359999999999999,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1
208,1567068_PM_at,2.34e-10,8.94e-13,-9.3,18.860329999999998,-0.6859999999999999,OR4D1,olfactory receptor family 4 subfamily D member 1
209,234596_PM_at,2.34e-10,8.98e-13,-9.3,18.85644,-1.21,,
168,202262_x_at,3.04e-10,9.41e-13,-8.73,18.75836,-0.519,DDAH2,dimethylarginine dimethylaminohydrolase 2
210,229136_PM_s_at,2.4400000000000004e-10,9.42e-13,9.29,18.809479999999997,0.785,LOC100288954,hypothetical LOC100288954
211,239728_PM_at,2.4400000000000004e-10,9.46e-13,-9.29,18.8044,-0.5329999999999999,,
169,1558938_at,3.06e-10,9.53e-13,-8.73,18.746213,-0.64,,
170,213600_at,3.2599999999999996e-10,1.0199999999999999e-12,8.71,18.679585,0.436,SIPA1L3,signal induced proliferation associated 1 like 3
212,227836_PM_at,2.63e-10,1.03e-12,9.27,18.725179999999998,0.727,UTP23,"UTP23, small subunit processome component"
213,214512_PM_s_at,2.65e-10,1.04e-12,9.26,18.71509,0.9420000000000001,SUB1,"SUB1 homolog, transcriptional regulator"
214,200936_PM_at,2.68e-10,1.05e-12,9.26,18.69714,0.821,RPL8,ribosomal protein L8
215,1566243_PM_at,2.8e-10,1.1100000000000001e-12,-9.25,18.650779999999997,-1.46,,
216,215038_PM_s_at,2.83e-10,1.12e-12,9.24,18.63693,0.914,SETD2,SET domain containing 2
217,213157_PM_s_at,2.84e-10,1.13e-12,-9.24,18.62951,-0.703,WSCD1,WSC domain containing 1
9,205552_s_at,2.22e-09,1.14e-12,10.430074000000001,18.6096969,2.0238565,OAS1,2'-5'-oligoadenylate synthetase 1
10,205483_s_at,2.22e-09,1.16e-12,10.424588,18.595723,2.3518475,ISG15,ISG15 ubiquitin-like modifier
171,202343_x_at,3.69e-10,1.16e-12,-8.68,18.554320999999998,-0.6629999999999999,COX5B,cytochrome c oxidase subunit 5B
172,229444_at,3.71e-10,1.17e-12,-8.68,18.544461,-0.736,LOC101929243,uncharacterized LOC101929243
218,222675_PM_s_at,2.93e-10,1.17e-12,-9.23,18.59153,-0.626,BAIAP2L1,BAI1 associated protein 2 like 1
7,ILMN_1731224,6.959999999999999e-09,1.18e-12,-9.1835453,18.269909,-1.46,PARP9,poly(ADP-ribose) polymerase family member 9
219,214174_PM_s_at,2.9399999999999997e-10,1.18e-12,-9.23,18.58588,-0.8420000000000001,PDLIM4,PDZ and LIM domain 4
173,206111_at,3.7400000000000005e-10,1.19e-12,-8.68,18.529027,-1.65,RNASE2,ribonuclease A family member 2
11,222154_s_at,2.22e-09,1.19e-12,10.414023,18.568804500000002,1.7696118000000003,SPATS2L,spermatogenesis associated serine rich 2 like
174,218130_at,3.77e-10,1.21e-12,-8.67,18.517135,-0.7240000000000001,C17orf62,chromosome 17 open reading frame 62
220,1563098_PM_at,3.07e-10,1.24e-12,-9.21,18.53615,-0.6829999999999999,IGFN1,immunoglobulin-like and fibronectin type III domain containing 1
175,213446_s_at,3.9600000000000003e-10,1.28e-12,8.66,18.462652,1.06,IQGAP1,IQ motif containing GTPase activating protein 1
176,218672_at,4.1000000000000003e-10,1.33e-12,-8.65,18.424266,-0.439,TNFAIP8L2-SCNM1///SCNM1,TNFAIP8L2-SCNM1 readthrough///sodium channel modifier 1
221,201274_PM_at,3.34e-10,1.36e-12,9.19,18.44913,0.774,PSMA5,proteasome subunit alpha 5
222,215676_PM_at,3.3500000000000003e-10,1.3700000000000002e-12,-9.19,18.44089,-0.7709999999999999,BRF1,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit"
177,201470_at,4.2500000000000003e-10,1.39e-12,-8.64,18.380089,-0.748,GSTO1,glutathione S-transferase omega 1
178,203596_s_at,4.2500000000000003e-10,1.39e-12,-8.64,18.37872,-1.34,IFIT5,interferon induced protein with tetratricopeptide repeats 5
223,1561243_PM_at,3.39e-10,1.39e-12,-9.18,18.42296,-0.526,TMEM105,transmembrane protein 105
